,smiles,are_tox
6798,COC(=O)C1=C(CS(=O)(=O)NC(=O)NC2=NC(OC)=CC(OC)=N2)C=CC=C1,0
6699,[O-][N+](=O)C1=CC=CC=C1C(F)(F)F,0
1361,CCOC(=O)C(=O)CCCCCCl,0
4650,N1C2=CC=CC=C2SC3=C1C=CC=C3,0
1526,O=C(OCC1=CC=CC=C1)C=CC2=CC=CC=C2,1
3437,CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O,0
3135,COC(=O)NC1=CC(Cl)=C(Cl)C=C1,0
7063,OC1=C(O)C(=O)C1=O,0
3599,Cl.CCCN(CCC)CCC1=CNC2=CC=CC=C12,0
3320,CC(C)C1=CC=CC=C1C(C)C,0
6737,O=C(C1CCC1)C2=CC=CC=C2,0
1337,CC(=O)NC1=CC=C(C=C1)C(O)=O,0
945,Cl.OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1,0
5638,CCCCCCCCBr,0
2250,OC1=C(O)C=CC=C1,1
3942,CC(C)(C)C(O)=O,0
4834,[Cl-].C[N+](C)(C)CCOC(=O)C=C,1
5755,[H][C@@]12CC[C@]([H])(C1)[C@@]3([H])CCC[C@@]23[H],0
2346,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C3=CC=C(Cl)C=C3,0
68,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C4=NC=CC=C4)=C2)C=CC=C1,1
5243,NC1=NC(=O)NC=C1,0
5576,[Na+].CCCCCCCCCCCC(=O)N(C)CC([O-])=O,0
1598,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,0
3434,OC(=O)C1=C(O)C(Cl)=CC(Cl)=C1,0
7163,S=C1NCCN1,1
4640,CC(=C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0
1503,OC(=O)COC1=CC=CC=C1,0
2991,CC(CCC(O)=O)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,0
150,[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@](C)(CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C)C=C,0
2944,CCNC1=NC(SC)=NC(NC(C)C)=N1,0
2086,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCC(=O)N(C1=CC=CC=C1)C2(COC)CCN(CCC3=CC=CS3)CC2,1
6531,FC(F)(F)C1=CC=C(Cl)C=C1,0
2259,CCC1=CC=CC(C)=C1N,0
6825,OC(=O)CCC(O)=O,0
6982,CN(N=O)C1=CC=CC=C1,0
5523,[Na+].[Na+].CC1=C(N)C=CC(=C1)C(C2=CC=C(NC3=CC=C(C=C3)S([O-])(=O)=O)C=C2)=C4C=CC(C=C4)=NC5=CC=C(C=C5S(O)(=O)=O)S([O-])(=O)=O,0
2942,CCNC1=NC(NC(C)C)=NC(OC)=N1,0
859,Cl.Cl.NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N3CCCCC3,0
2804,ClC1=CC=C(C=C1)C(Cl)(Cl)Cl,0
4279,CC(=O)NC1=CC=CC(N)=C1,0
4290,CC(=O)CC(=O)C1=CC=CC=C1,0
4012,CC1=CC(C)=C(C)C=C1,0
366,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0
1432,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,0
5012,CCCCC(=O)C=CC,0
1779,OCCNC(=O)\C=C\C1=CC=CC=C1,0
4842,[Na+].[Na+].CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C3=CC=C(OC)C=C3C[C@H](C)C([O-])=O)C([O-])=O)C4=CC5=C(OCO5)C=C4,0
7053,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2,0
1818,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,1
4567,CCNC1=NC(OC)=NC(NC(C)CC)=N1,0
841,Cl.[H][C@]12CCCN(CCC)[C@]1([H])CC3=CNN=C3C2,0
2704,CC1=CC(OCCOC2=CC=CC(C)=C2)=CC=C1,0
1189,[H][C@]12SCC(C[N+]3=CC=C(C=C3)C(N)=O)=C(N1C(=O)[C@H]2NC(=O)CC4=CC=CS4)C([O-])=O,1
175,OC1=C([C@H]2CC[C@@H](CC2)C3=CC=C(Cl)C=C3)C(=O)C4=CC=CC=C4C1=O,1
3825,[Na+].OS([O-])(=O)=O,0
617,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C,0
2093,[Br-].CCCCCCN1C=C[N+](C)=C1,1
5674,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0
82,Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,0
5247,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,0
1030,[H][C@]12CC[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]13CN(C)[C@H]2C)N(C)C,0
3871,F[P-](F)(F)(F)(F)F.CCC[N+]1(C)CCCC1,0
300,Cl.Cl.[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]3([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]3([H])O2,0
1472,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N3CCNCC3,0
283,CC1=C(CCC(=O)C2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C(O1)C4=CC=CC=C4,1
2028,Br.CCCCCCCCN1CN(C)C=C1,0
3620,COP(=S)(OC)OC1=C(Cl)C=C(C)C=C1Cl,0
4378,OC1=CC=C(C=C1)N=O,0
6918,O=C1CCCCCCCCCCC1,1
1813,[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C3C=CC(C=C3)=[N+](CC)CC)C4=C1C=CC=C4,0
1271,NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC3=CC=CS3)C=C1Cl,1
2820,FC1(F)C[C@@H](C#N)N(C1)C(=O)CNC2CC3CCC(C2)N3C4=NC=CC=N4,0
4527,[H][C@@]12CCC[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@@H](O)CC[C@]34C,0
3787,OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O,0
2313,C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,0
2008,Cl.[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C5CCCCC5,1
4307,OC(=O)\C=C\C(O)=O,1
2642,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,0
3388,COC1=CC(=CC=C1N)C2=CC(OC)=C(N)C=C2,1
6529,FC(F)(F)C1=CC=CC(Cl)=C1,0
3941,CNC(=O)O\N=C\C(C)(C)S(C)(=O)=O,0
5632,CCCBr,0
3312,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
99,COC(=O)C1=NC(Cl)=C(Cl)N=C1N,1
6350,ClC1=CC(Cl)=C(Cl)C=C1,0
744,CC1=CNC2=C1C=CC=C2,0
6992,[H]P(O)(=O)C1=CC=CC=C1,0
480,[Br-].OC(=O)CCCC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,0
5118,Cl.COC1=CC(CCN)=CC(OC)=C1OC,0
6958,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+]([O-])=O,0
7142,COCCOCCOCCO,0
1157,N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O,0
1437,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CC3=C(C[C@@]2([H])C(O)=O)C=C(OC)C(OC)=C3,0
2414,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,0
4176,CN1[C@H]2CC[C@@H]1C[C@@H](C2)NC(=O)N3C(=O)NC4=CC=CC=C34,0
402,OC(=O)\C=C/C(O)=O.CN1CCC(CC1)=C2C3=CC=CC=C3SC4=CC=CC=C24,0
2195,CCOC(=O)CC(=O)CCl,0
949,Cl.CN(C)CC\C=C1\C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2,0
3078,COC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,0
2067,OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,1
6956,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0
5007,CC(O)COCC(C)O,0
668,CC(C)NC1=C(C)N(C)N(C1=O)C2=CC=CC=C2,0
218,COC1=C(O)C=CC(=C1)[C@H]2OC3=C(O[C@@H]2CO)C=CC(=C3)[C@H]4OC5=C(C(=O)[C@@H]4O)C(O)=CC(O)=C5,0
1962,OC1=C(Br)C2=C(C=C1Br)C3(OC(=O)C4=C3C(Cl)=C(Cl)C(Cl)=C4Cl)C5=C(O2)C(Br)=C(O)C(Br)=C5,0
3121,CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C2=CC=CC=C2,0
3651,COC(=O)\C=C/C(=O)OC,1
2213,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,1
2633,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,0
1659,NC1=C(C=CC=C1)C(O)=O,0
6858,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,0
5528,[Na+].[Na+].[O-][N+](=O)C1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)[N+]([O-])=O)C(=C1)S([O-])(=O)=O,0
4739,CC[C@@H]1C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(C)=O)C3=C(C=CC(=C3)C(F)(F)F)N1C(=O)OC(C)C,0
2145,CCCCC=C,0
777,CCCCCCCCCCCCCCCCO,1
2434,NC1=CC=C(OC2=CC=C(N)C(N)=C2)C=C1,1
6864,CC\C=C/CCOC(=O)C(C)C,0
4056,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,0
5221,NC(CC1=CC=C(F)C=C1)C(O)=O,0
1491,OC(=O)CCC1=NC2=C(N1)C=CC=C2,0
6213,CCCCCCCCCCl,0
6521,F[P-](F)(F)(F)(F)F.CCCC[N+]1(C)CCCCC1,0
2890,CC(C)CON=O,0
6314,Cl.COC(=O)C(C1CCCCN1)C2=CC=CC=C2,0
6418,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,0
517,[Na+].[Na+].CC1=C2NC(C=C3N=C(C=C4NC(=CC5=NC(=C2)C(C=C)=C5C)C(C=C)=C4C)C(C)=C3CCC([O-])=O)=C1CCC([O-])=O,1
6108,CC1OC(C)OC(C)O1,0
5360,CCCCCCOC(=O)C1=CC=CC=C1,0
4490,CCC(=O)C=CC,0
5178,CN(C)CCCNC(=O)C(C)=C,0
6976,CSCCC=O,0
6524,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0
3855,OC(=O)C(Cl)Br,1
568,FC(F)(F)C(Cl)Br,0
360,NS(=O)(=O)C1=C(C=C2NCNS(=O)(=O)C2=C1)C(F)(F)F,0
3413,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,0
4655,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
4194,COCCO[Si](OCCOC)(OCCOC)C=C,0
4320,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,0
759,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1,0
3728,CNC(=O)OC1=CC(C)=C(C=C1)N(C)C,1
6734,CCCCCCOC(=O)C=C,0
5819,COC(=O)CC(=O)C(C)(C)C,0
4667,CC(C)CC=C(C=O)C1=CC=CC=C1,0
214,OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C23)C4=CC=C(O)C=C4,0
4864,[Na+].CCCCCCCCS([O-])(=O)=O,0
3979,CCC(C)C(O)=O,0
4329,CNC(=O)OC1=CC=CC(=C1)C(C)C,0
4333,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,0
5113,Cl.CC1=CC=C(N)C(C)=C1,0
3262,NC(=O)CN1CCCC1=O,0
1473,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,0
2244,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)C4=NC=CC=N4,1
725,COC1=C(N2CCNC(C)C2)C(F)=CC3=C1N(C=C(C(O)=O)C3=O)C4CC4,0
4761,NNC(=O)OCC1=CC=CC=C1,0
49,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=C(C[C@H]2C(O)=O)C=CC=C3,0
5614,OC(=O)C(Br)(Br)Br,1
887,Cl.CCCCC1=CC2=C(C=CC=C2)C(OCCN(C)C)=N1,0
6271,CCOC(OCC)OCC,0
4938,CC(=O)C1=CC=CN1,0
6471,COC1=CC=CC(C=O)=C1,0
516,[Na+].[Na+].OC(COC1=CC=CC2=C1C(=O)C=C(O2)C([O-])=O)COC3=CC=CC4=C3C(=O)C=C(O4)C([O-])=O,0
5413,O=S1(=O)CCCO1,0
139,CC1=CC=C(C=C1)S(O)(=O)=O.NC2CCN(C2)C3=NC4=C(C=C3F)C(=O)C(=CN4C5=CC=C(F)C=C5F)C(O)=O,1
3114,O.Br.NC1=NC(=CS1)C2=CC=CC=C2,1
3226,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,0
3870,CC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0
4025,CC1=NC2=C(C=CC=C2)C=C1,0
463,OC1=CC=C(O)C=C1,1
4407,OC(=O)C1=C(O)C=CC=C1,0
1233,NC1=CC=NC=C1,0
594,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,0
450,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,0
3912,C1=CC=C(C=C1)C2=CC=CC=C2,0
6627,NCCNCCO,0
5157,OC(=O)COC1=CC=C(Cl)C=C1,0
312,Cl.COC1=CC2=C(C=C1OC)C(CC3=CC(OC)=C(OC)C=C3)=NC=C2,1
3194,CC(=O)CC(C)(C)O,0
5483,[Cl-].CCC[N+]1(C)CCCC1,0
4819,OC1=CC=CC2=CC=CC=C12,1
451,CC1=CC=CC(C)=C1NC(=O)C2=CC(=C(Cl)C=C2O)S(N)(=O)=O,0
5790,CNC(C)=O,0
890,Cl.CN1CCOC(C2=CC=CC=C2)C3=C(C1)C=CC=C3,0
2763,CC(=O)NC1=CC=CC(O)=C1,0
658,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)C3=CN=CC=C3)=C2C,0
1506,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]4O[C@@]45[C@@]2([H])[C@@H](CC6=CC(=O)CC[C@]56C)C(=O)OC,0
3213,CCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0
6704,CCOC(=O)\C=C/C(=O)OCC,1
999,CC1=C(N=CN1)C2=CC=C(Cl)C=C2,0
389,CCCC(=O)NC1=CC(C(C)=O)=C(O)C=C1,0
2330,CC(C)C1=CC(Cl)=C(C)C=C1O,0
1476,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N3CCCC3,0
2240,CCCCCCOC1=CC=C(N)C=C1,0
6441,CN1[C@@H](CCC1=O)C2=CN=CC=C2,0
6451,CO[Si](CCCN1C(=O)N(CCC[Si](OC)(OC)OC)C(=O)N(CCC[Si](OC)(OC)OC)C1=O)(OC)OC,0
6815,CC1=CC=C(O1)C(O)=O,0
6047,CC(=O)SCC(CC(=O)C1=CC=C(C)C=C1)C(O)=O,0
2775,N1C2=CC=CC=C2C3=C1C=CC=C3,0
1923,C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34,1
758,CCC(C(=O)OCCN(CC)CC)C1=CC=CC=C1,0
4071,CCCCCCCCC,0
6273,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,0
1293,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,0
6319,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0
2873,ClCC(Cl)C=C,0
5998,CC(=C)[C@@H]1CCC(C)=CC1,0
6010,CC1=CC=CC(=C1C)[N+]([O-])=O,0
1907,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,0
6688,[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(F)(F)F,0
6503,COCCOCCOCCOCCOCCO,0
368,OC1=C(I)C2=C(C=C1I)C3(OC(=O)C4=CC=CC=C34)C5=C(O2)C(I)=C(O)C(I)=C5,0
1937,CCCCCCC1=C(O)C=C(O)C=C1,1
1151,FC1=CC2=C(OCC[C@]23NC(=O)NC3=O)C=C1,0
6874,CCCCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCCCC,0
6972,OCC1=CC=C(O1)C=O,0
3574,CCCCCCCC=O,0
7050,OC(=O)CCCCC(O)=O,0
191,NC1=C(N)C=NC=C1,0
4552,Cl.CC1=CC=C(N)C=C1,0
5703,CC(=C)C1=CC=CC=C1,0
174,[H][C@@]12CN(C)C[C@@]1([H])C3=CC(Cl)=CC=C3OC4=CC=CC=C24,0
1903,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCCN1C=C[N+](C)=C1,1
1099,COC1=CC=C(C=C1)C2=CC(=S)SS2,1
4743,N\C(C#N)=C(/N)C#N,0
4706,CCNC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,0
2292,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,0
6243,CCCO,0
6969,BrC1=CC=CC(C=O)=C1,0
4093,CCN(C)N=O,0
5162,ClCC1CO1,0
1164,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0
5195,CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1,0
6176,CCCCC(CC)COP(=O)OCC(CC)CCCC,0
4151,ClC1=C(Cl)C=CC=C1,0
5333,CC(C)(C)OC(=O)C1=CC=CC=C1C(O)=O,0
5064,CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,0
1661,CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2C(CN(C)C2=O)C(O)=O,0
508,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,0
166,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,0
3357,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,0
4922,S1C=NC2=CC=CC=C12,0
6889,O=C\C=C\C1=CC=CO1,0
5347,COC(=O)C1(O)C2=C(C=CC=C2)C3=C1C=CC=C3,0
103,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0
5235,N#CCNCC#N,0
4336,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC2=CC=CC=C2,0
3260,O=C1CCCCCCCCCCCC(=O)OCCO1,0
6511,COS(C)(=O)=O,0
4934,CC(O)COC(=O)C(C)=C,0
1752,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]4([H])[C@@]2([H])C[C@H](F)C5=CC(=O)CC[C@]45C,0
6400,ClCCl,0
3936,CCOC(C)=O,0
4991,CC(CC(Cl)=O)CC(C)(C)C,0
2916,CCCCCCCCCOCC1CO1,0
4716,OC(O)C(Cl)(Cl)Cl,0
1658,NC1=CC=C(C=C1)C(O)=O,0
152,CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C,1
3758,CC1=CC(C)=C(C(=O)P(=O)(C(=O)C2=C(C)C=C(C)C=C2C)C3=CC=CC=C3)C(C)=C1,0
2483,N(C1=CC=CC=C1)C2=C3C=CC=CC3=CC=C2,0
1583,O=C1C2=C(N\C1=C3\NC4=C(C=CC=C4)C3=O)C=CC=C2,1
6212,CCCCCCCCCCCCO,0
2552,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1
3545,CC1C=C(C)CCC1C=O,0
3148,NC1=CC2=C(C=CC=C2)C=C1,0
6100,CC1CN1,0
7043,OC(=O)C1=CC(=CC=C1)C(O)=O,0
3050,NC1=CC=CC=C1C(=O)OCCC2=CC=CC=C2,0
6259,CCN(CC)N=O,0
2209,C1=CC2=C(C=C1)C3=CC4=C(C=CC=C4)C5=C3C2=CC=C5,1
3838,[NH4+].[O-][N+]([O-])=O,0
4309,OC(=O)\C=C\C(O)=O.[H][C@@]12CC3=C(C=C(O)C=C3)[C@@](C)(CCN1C)[C@H]2C.[H][C@@]45CC6=C(C=C(O)C=C6)[C@@](C)(CCN4C)[C@H]5C,0
2985,CC1(C)N(Cl)C(=O)N(Cl)C1=O,0
1822,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)(F)F,1
5527,[Na+].[Na+].[O-][N+](=O)C1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)[N+]([O-])=O)C(=C1)S([O-])(=O)=O,0
4674,CC(C)OC(=O)NC1=CC=CC=C1,0
4296,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0
6272,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,0
309,Cl.CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,0
212,OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3,0
4100,CCNCC,0
5802,CCCOC(C)=O,0
4098,CCNC(=S)NCC,0
495,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,0
205,COC(=O)NC1=NC2=C(N1)C=CC(=C2)C(=O)C3CC3,0
1434,OC(=O)[C@@H](S)[C@H](S)C(O)=O,1
1135,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0
2584,Cl.NCCC1=CC=C(O)C(O)=C1,1
868,Cl.Cl\C(=C/N1C=NC=N1)C2=C(Cl)C=C(Cl)C=C2,0
2749,CCCCOC1=CC=C(N)C=C1,0
305,Cl.CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl,0
1849,CCCC[Sn](Cl)(Cl)CCCC,0
3235,COC1=CC=C(C(=O)C2=CC(O)=CC=C2)C(OC)=C1,0
1988,CCCCCCCCS(=O)C(C)CC1=CC2=C(OCO2)C=C1,1
2798,CCCNCCC,0
4398,OS(O)(=O)=O.[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H].[H][C@]89C[C@@]%10([H])C%11=CCO[C@@]%12([H])CC(=O)N%13C%14=C(C=CC=C%14)[C@@]8(CCN9C%11)[C@]%13([H])[C@@]%10%12[H],0
1534,CN1C2=CC=CC=C2C3=C1CCC(CN4C=CN=C4C)C3=O,0
843,Cl.CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1,0
1987,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,1
4919,O1C2=CC=CC=C2SC3=CC=CC=C13,0
6291,Cl.CCNCC,0
3686,NC1=NN=C(N)N1,0
383,O.O.NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCC[C@H]2C(O)=O,0
1538,[H][C@@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@]([H])(O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C5=CC=NC=C5,0
211,OC(=O)C1=CC=CC=C1C2=CC=C(C=C2)C(F)(F)F,0
1957,CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1,1
4997,CC(CO)CO,0
2438,CC1=NC2=C(C3=C(C=CC=C3)C=C2)C1(C)C,0
2727,CC(C)(C)C(=O)\C=C\C1=CC=C(Cl)C=C1,0
3379,CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,0
3931,CC(=O)C1=CC=CC=C1,0
1349,COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,0
5874,CC(C)C1CCC(C)CC1O,0
3541,CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,0
5482,[Cl-].CC(=C)C(=O)NCCC[N+](C)(C)C,0
680,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(O)=O,0
180,CN(C1CCCCC1)C(=O)CCCOC2=CC=C3NC(=O)C=CC3=C2,0
6821,OC(=O)C1=C2C=CC=CC2=CC3=CC=CC=C13,0
6473,COC1=CC=C(CC=C)C=C1OC,0
6619,NCC1=CC(CN)=CC=C1,0
5244,C[C@H]1N=C(N)O[C@H]1C2=CC=CC=C2,0
278,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCCCC2,0
3080,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,1
5652,CCC(C)=NO,0
2480,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(Br)C(=O)NC2=O,0
289,CCCCCCCCCCCCCCCCN,0
4828,CCCCOCCOCCOCCO,0
5380,O=C1CCC2=C(O1)C=CC=C2,0
993,NC1=NC2=C(O1)C=CC(Cl)=C2,0
2236,COC1=CC=C(C=C1)C(C2=CC=C(OC)C=C2)C(Cl)(Cl)Cl,0
6936,CCC[C@@H](C)C1(CC=C)C(=O)NC(=O)NC1=O,0
39,CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C3=CC4=C(N3)C=CC=C4)C1=O)C5=CC=CC=C5,1
6562,COC(=O)CC#N,0
2754,NC(=O)C1=CC=C(N)C=C1,0
5746,O1C2=CC=CC=C2C3=C1C=CC=C3,0
3166,O=CCCCC=O,0
270,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(O)=O,0
3113,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,1
2883,CC(C)(C)C1=CC(CCC(=O)NN)=CC(=C1O)C(C)(C)C,0
5859,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0
5391,NC(=O)NC1NC(=O)NC1=O,0
6988,O=NN1CCOCC1,0
6222,CCCCCCCO,0
111,OC(C(O)C(O)=O)C(O)=O.COC1=C(OCCNCC(O)COC2=CC=CC3=C2C4=CC=CC=C4N3)C=CC=C1,0
1391,CC1=CC=CC(C)=C1NC(=O)CN2CCCC2,0
2600,OC(=O)C1=CC2=C(C=C1)C=C(O)C=C2,0
220,OCCC1=CC=CC=C1,0
4303,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC2=C(C)C=CC=C2C)CC3=CC=CC=C3,0
