description,has_signal
Q03496|EUKARYA|NO_SP|1,0
Q9M2X3|EUKARYA|NO_SP|2,0
Q96PN7|EUKARYA|NO_SP|1,0
Q7KVS9|EUKARYA|NO_SP|1,0
O14307|EUKARYA|NO_SP|2,0
P11596|EUKARYA|NO_SP|0,0
Q969P6|EUKARYA|NO_SP|0,0
P15348|EUKARYA|NO_SP|1,0
Q76IQ7|EUKARYA|NO_SP|2,0
O70274|EUKARYA|NO_SP|1,0
P53738|EUKARYA|NO_SP|2,0
Q9BVS5|EUKARYA|NO_SP|0,0
P62995|EUKARYA|NO_SP|0,0
Q60803|EUKARYA|NO_SP|1,0
O15344|EUKARYA|NO_SP|0,0
Q9UPQ4|EUKARYA|NO_SP|0,0
Q86XT4|EUKARYA|NO_SP|0,0
Q80VI1|EUKARYA|NO_SP|0,0
Q38HM4|EUKARYA|NO_SP|0,0
Q28283|EUKARYA|NO_SP|0,0
Q8VZT6|EUKARYA|NO_SP|2,0
Q9HGQ2|EUKARYA|NO_SP|1,0
P41814|EUKARYA|NO_SP|0,0
Q99PQ2|EUKARYA|NO_SP|0,0
Q05024|EUKARYA|NO_SP|2,0
Q9HCM9|EUKARYA|NO_SP|0,0
Q9C035|EUKARYA|NO_SP|0,0
Q9C026|EUKARYA|NO_SP|0,0
Q12463|EUKARYA|NO_SP|1,0
O13935|EUKARYA|NO_SP|1,0
Q03774|EUKARYA|NO_SP|1,0
Q9UBP6|EUKARYA|NO_SP|1,0
Q93VV9|EUKARYA|NO_SP|0,0
Q8H0U4|EUKARYA|NO_SP|1,0
Q9Y5L0|EUKARYA|NO_SP|0,0
Q800K6|EUKARYA|NO_SP|2,0
Q19253|EUKARYA|NO_SP|2,0
Q54GH3|EUKARYA|NO_SP|0,0
Q96B49|EUKARYA|NO_SP|0,0
O17966|EUKARYA|NO_SP|2,0
Q50EK2|EUKARYA|NO_SP|2,0
Q6Q3H2|EUKARYA|NO_SP|1,0
P34708|EUKARYA|NO_SP|1,0
O00463|EUKARYA|NO_SP|1,0
Q8K4K2|EUKARYA|NO_SP|0,0
Q15654|EUKARYA|NO_SP|0,0
O64654|EUKARYA|NO_SP|0,0
Q8LCT3|EUKARYA|NO_SP|0,0
Q12009|EUKARYA|NO_SP|1,0
Q02648|EUKARYA|NO_SP|1,0
P29509|EUKARYA|NO_SP|0,0
Q9H0U9|EUKARYA|NO_SP|1,0
Q99LG4|EUKARYA|NO_SP|2,0
Q8TAM2|EUKARYA|NO_SP|1,0
P47168|EUKARYA|NO_SP|2,0
Q86PC9|EUKARYA|NO_SP|2,0
Q09715|EUKARYA|NO_SP|1,0
O43396|EUKARYA|NO_SP|2,0
Q9NNW7|EUKARYA|NO_SP|0,0
O74887|EUKARYA|NO_SP|2,0
Q9U1Q0|EUKARYA|NO_SP|1,0
Q6EMB2|EUKARYA|NO_SP|0,0
G5EE86|EUKARYA|NO_SP|2,0
Q9NUW8|EUKARYA|NO_SP|1,0
Q9UTI7|EUKARYA|NO_SP|2,0
Q9LR44|EUKARYA|NO_SP|2,0
P68036|EUKARYA|NO_SP|0,0
Q13404|EUKARYA|NO_SP|2,0
O74810|EUKARYA|NO_SP|0,0
P25976|EUKARYA|NO_SP|1,0
O94504|EUKARYA|NO_SP|1,0
Q9ZP20|EUKARYA|NO_SP|0,0
O64764|EUKARYA|NO_SP|0,0
Q9N2I8|EUKARYA|NO_SP|0,0
Q92574|EUKARYA|NO_SP|1,0
Q2HNT2|EUKARYA|NO_SP|0,0
Q9P7V3|EUKARYA|NO_SP|2,0
B2RX14|EUKARYA|NO_SP|1,0
Q9VFM9|EUKARYA|NO_SP|2,0
Q9I969|EUKARYA|NO_SP|1,0
Q8N427|EUKARYA|NO_SP|2,0
O43818|EUKARYA|NO_SP|0,0
O75643|EUKARYA|NO_SP|1,0
Q9H832|EUKARYA|NO_SP|0,0
Q9QZI7|EUKARYA|NO_SP|0,0
Q9UUG9|EUKARYA|NO_SP|1,0
Q9LUI3|EUKARYA|NO_SP|2,0
Q12094|EUKARYA|NO_SP|1,0
Q55FT4|EUKARYA|NO_SP|0,0
Q9H2G4|EUKARYA|NO_SP|0,0
Q96AE7|EUKARYA|NO_SP|0,0
Q23049|EUKARYA|NO_SP|2,0
P42681|EUKARYA|NO_SP|1,0
P83876|EUKARYA|NO_SP|0,0
Q715T0|EUKARYA|NO_SP|2,0
Q8H1D9|EUKARYA|NO_SP|2,0
Q9USG9|EUKARYA|NO_SP|1,0
Q9DBA6|EUKARYA|NO_SP|0,0
Q00899|EUKARYA|NO_SP|0,0
Q8VY74|EUKARYA|NO_SP|2,0
O74503|EUKARYA|NO_SP|2,0
G5EEV2|EUKARYA|NO_SP|2,0
Q9Y606|EUKARYA|NO_SP|0,0
Q38879|EUKARYA|NO_SP|1,0
Q63HK5|EUKARYA|NO_SP|0,0
Q15631|EUKARYA|NO_SP|1,0
P87156|EUKARYA|NO_SP|1,0
Q0HA38|EUKARYA|NO_SP|1,0
P41842|EUKARYA|NO_SP|1,0
Q9ULT0|EUKARYA|NO_SP|2,0
Q7K556|EUKARYA|NO_SP|1,0
Q9UNY4|EUKARYA|NO_SP|1,0
P0CAZ0|EUKARYA|NO_SP|1,0
Q23MT7|EUKARYA|NO_SP|1,0
P38254|EUKARYA|NO_SP|1,0
P47973|EUKARYA|NO_SP|0,0
Q5VYS8|EUKARYA|NO_SP|1,0
Q91YR1|EUKARYA|NO_SP|2,0
P10627|EUKARYA|NO_SP|1,0
Q07163|EUKARYA|NO_SP|1,0
O95551|EUKARYA|NO_SP|0,0
Q9D883|EUKARYA|NO_SP|1,0
P36629|EUKARYA|NO_SP|0,0
Q8BGJ9|EUKARYA|NO_SP|1,0
Q15696|EUKARYA|NO_SP|1,0
Q86WT6|EUKARYA|NO_SP|1,0
Q10224|EUKARYA|NO_SP|1,0
Q10313|EUKARYA|NO_SP|1,0
Q8IRW8|EUKARYA|NO_SP|1,0
Q9XFH8|EUKARYA|NO_SP|0,0
Q42403|EUKARYA|NO_SP|2,0
Q6NPF9|EUKARYA|NO_SP|0,0
P20659|EUKARYA|NO_SP|1,0
Q96PF2|EUKARYA|NO_SP|0,0
Q23FE2|EUKARYA|NO_SP|1,0
Q9SIY3|EUKARYA|NO_SP|2,0
G4SLH0|EUKARYA|NO_SP|1,0
B5X582|EUKARYA|NO_SP|0,0
Q9UJT2|EUKARYA|NO_SP|1,0
Q06672|EUKARYA|NO_SP|1,0
Q5TCY1|EUKARYA|NO_SP|0,0
Q8SYD0|EUKARYA|NO_SP|1,0
Q62187|EUKARYA|NO_SP|2,0
O43156|EUKARYA|NO_SP|2,0
Q10438|EUKARYA|NO_SP|1,0
Q8BJ37|EUKARYA|NO_SP|1,0
Q9ZR39|EUKARYA|NO_SP|0,0
Q9FMY5|EUKARYA|NO_SP|1,0
Q08747|EUKARYA|NO_SP|2,0
Q8WVN8|EUKARYA|NO_SP|2,0
P38820|EUKARYA|NO_SP|1,0
Q9GZZ9|EUKARYA|NO_SP|0,0
O15205|EUKARYA|NO_SP|1,0
Q8VDW4|EUKARYA|NO_SP|0,0
O08759|EUKARYA|NO_SP|1,0
Q9BZL1|EUKARYA|NO_SP|1,0
Q9Y2K6|EUKARYA|NO_SP|1,0
O24454|EUKARYA|NO_SP|1,0
Q8C2S0|EUKARYA|NO_SP|2,0
Q86UV5|EUKARYA|NO_SP|1,0
P61960|EUKARYA|NO_SP|1,0
O48737|EUKARYA|NO_SP|0,0
Q9Z0J5|EUKARYA|NO_SP|0,0
Q09778|EUKARYA|NO_SP|1,0
D3ZKB9|EUKARYA|NO_SP|0,0
Q8VWG3|EUKARYA|NO_SP|2,0
Q6PF05|EUKARYA|NO_SP|1,0
P53804|EUKARYA|NO_SP|1,0
Q86TV6|EUKARYA|NO_SP|2,0
Q8N841|EUKARYA|NO_SP|2,0
A2APC3|EUKARYA|NO_SP|2,0
Q09306|EUKARYA|NO_SP|1,0
Q9USR1|EUKARYA|NO_SP|2,0
Q6QN14|EUKARYA|NO_SP|2,0
Q9S709|EUKARYA|NO_SP|1,0
Q9BSL1|EUKARYA|NO_SP|2,0
Q93571|EUKARYA|NO_SP|2,0
P63072|EUKARYA|NO_SP|1,0
P54578|EUKARYA|NO_SP|1,0
Q9P275|EUKARYA|NO_SP|1,0
Q13107|EUKARYA|NO_SP|1,0
Q8WUN7|EUKARYA|NO_SP|1,0
Q06682|EUKARYA|NO_SP|2,0
O94888|EUKARYA|NO_SP|0,0
Q8VWK4|EUKARYA|NO_SP|2,0
O42893|EUKARYA|NO_SP|1,0
Q6E434|EUKARYA|NO_SP|1,0
Q0KL02|EUKARYA|NO_SP|0,0
Q6K431|EUKARYA|NO_SP|1,0
P0CU34|EUKARYA|NO_SP|2,0
Q692V3|EUKARYA|NO_SP|2,0
Q9VM92|EUKARYA|NO_SP|1,0
A4Q9E8|EUKARYA|NO_SP|2,0
A4Q9F0|EUKARYA|NO_SP|1,0
P46959|EUKARYA|NO_SP|2,0
Q9HGL4|EUKARYA|NO_SP|0,0
P49957|EUKARYA|NO_SP|1,0
P38816|EUKARYA|NO_SP|0,0
Q9SEU6|EUKARYA|NO_SP|0,0
Q9JLT4|EUKARYA|NO_SP|0,0
Q8GV05|EUKARYA|NO_SP|2,0
Q39238|EUKARYA|NO_SP|1,0
P25040|EUKARYA|NO_SP|1,0
B5DEL3|EUKARYA|NO_SP|0,0
Q32NU8|EUKARYA|NO_SP|1,0
A4Q9F4|EUKARYA|NO_SP|0,0
Q15029|EUKARYA|NO_SP|0,0
P51965|EUKARYA|NO_SP|1,0
Q5DU02|EUKARYA|NO_SP|0,0
Q9BXU7|EUKARYA|NO_SP|1,0
O88623|EUKARYA|NO_SP|2,0
Q9Y6I4|EUKARYA|NO_SP|2,0
Q9H0E7|EUKARYA|NO_SP|2,0
P35123|EUKARYA|NO_SP|1,0
Q9P7V9|EUKARYA|NO_SP|2,0
Q8R512|EUKARYA|NO_SP|1,0
Q8TAS1|EUKARYA|NO_SP|0,0
Q96RL1|EUKARYA|NO_SP|2,0
Q10267|EUKARYA|NO_SP|2,0
O94621|EUKARYA|NO_SP|0,0
Q5W0Q7|EUKARYA|NO_SP|2,0
Q12132|EUKARYA|NO_SP|1,0
Q05946|EUKARYA|NO_SP|2,0
P40362|EUKARYA|NO_SP|2,0
O74862|EUKARYA|NO_SP|2,0
Q969X6|EUKARYA|NO_SP|1,0
P53276|EUKARYA|NO_SP|1,0
P50551|EUKARYA|NO_SP|1,0
P34223|EUKARYA|NO_SP|1,0
Q96PU4|EUKARYA|NO_SP|0,0
Q96BW1|EUKARYA|NO_SP|1,0
O59707|EUKARYA|NO_SP|2,0
Q04179|EUKARYA|NO_SP|1,0
P25688|EUKARYA|NO_SP|1,0
O74427|EUKARYA|NO_SP|2,0
O13878|EUKARYA|NO_SP|1,0
O94676|EUKARYA|NO_SP|2,0
P53254|EUKARYA|NO_SP|2,0
Q9VM91|EUKARYA|NO_SP|1,0
Q5TAX3|EUKARYA|NO_SP|1,0
Q9VI58|EUKARYA|NO_SP|1,0
Q99MV2|EUKARYA|NO_SP|1,0
Q9DBG9|EUKARYA|NO_SP|1,0
Q715S9|EUKARYA|NO_SP|2,0
Q04235|EUKARYA|NO_SP|1,0
Q8RWV8|EUKARYA|NO_SP|0,0
Q13432|EUKARYA|NO_SP|0,0
Q9T0A7|EUKARYA|NO_SP|0,0
Q18685|EUKARYA|NO_SP|2,0
O01761|EUKARYA|NO_SP|0,0
Q4V5A3|EUKARYA|NO_SP|1,0
Q14146|EUKARYA|NO_SP|2,0
Q8TCY9|EUKARYA|NO_SP|1,0
Q9Y6N9|EUKARYA|NO_SP|1,0
Q9VPQ6|EUKARYA|NO_SP|1,0
Q16560|EUKARYA|NO_SP|2,0
Q9LKA4|EUKARYA|NO_SP|2,0
Q95017|EUKARYA|NO_SP|0,0
P50623|EUKARYA|NO_SP|0,0
P63149|EUKARYA|NO_SP|0,0
Q9ES00|EUKARYA|NO_SP|0,0
Q9UUB6|EUKARYA|NO_SP|2,0
Q9UMW8|EUKARYA|NO_SP|1,0
Q9UK80|EUKARYA|NO_SP|0,0
Q5U349|EUKARYA|NO_SP|2,0
Q9VRP5|EUKARYA|NO_SP|1,0
Q9UHD9|EUKARYA|NO_SP|0,0
Q8IWV7|EUKARYA|NO_SP|1,0
P54730|EUKARYA|NO_SP|1,0
Q10187|EUKARYA|NO_SP|1,0
Q63285|EUKARYA|NO_SP|0,0
Q96QD9|EUKARYA|NO_SP|1,0
Q9LT38|EUKARYA|NO_SP|0,0
Q9C0B0|EUKARYA|NO_SP|1,0
Q9US43|EUKARYA|NO_SP|2,0
Q04411|EUKARYA|NO_SP|2,0
P23202|EUKARYA|NO_SP|0,0
O94617|EUKARYA|NO_SP|1,0
P51668|EUKARYA|NO_SP|0,0
Q7TSS2|EUKARYA|NO_SP|0,0
Q9LES2|EUKARYA|NO_SP|0,0
P61088|EUKARYA|NO_SP|0,0
Q9USR2|EUKARYA|NO_SP|2,0
P51784|EUKARYA|NO_SP|0,0
Q9UHP3|EUKARYA|NO_SP|0,0
P40453|EUKARYA|NO_SP|1,0
Q07963|EUKARYA|NO_SP|2,0
Q9BZV1|EUKARYA|NO_SP|1,0
Q9FFF2|EUKARYA|NO_SP|2,0
Q9JKB1|EUKARYA|NO_SP|1,0
Q9P6S3|EUKARYA|NO_SP|1,0
Q9HE05|EUKARYA|NO_SP|2,0
Q42605|EUKARYA|NO_SP|0,0
O70405|EUKARYA|NO_SP|0,0
Q08562|EUKARYA|NO_SP|2,0
Q8CGY6|EUKARYA|NO_SP|0,0
Q9SYB9|EUKARYA|NO_SP|0,0
Q96WV0|EUKARYA|NO_SP|1,0
Q9SJM7|EUKARYA|NO_SP|1,0
Q9W148|EUKARYA|NO_SP|0,0
P16649|EUKARYA|NO_SP|1,0
O60078|EUKARYA|NO_SP|1,0
A1L167|EUKARYA|NO_SP|1,0
Q9NZ09|EUKARYA|NO_SP|2,0
Q9LJZ5|EUKARYA|NO_SP|2,0
P14682|EUKARYA|NO_SP|2,0
Q9SCJ9|EUKARYA|NO_SP|1,0
Q80U87|EUKARYA|NO_SP|1,0
Q9QZM0|EUKARYA|NO_SP|0,0
O04482|EUKARYA|NO_SP|2,0
O94536|EUKARYA|NO_SP|2,0
E7EZF3|EUKARYA|NO_SP|0,0
Q7TMI3|EUKARYA|NO_SP|0,0
P22812|EUKARYA|NO_SP|1,0
Q8BHN1|EUKARYA|NO_SP|2,0
Q11183|EUKARYA|NO_SP|0,0
Q8BG60|EUKARYA|NO_SP|2,0
O17389|EUKARYA|NO_SP|1,0
Q9VQM4|EUKARYA|NO_SP|1,0
Q09832|EUKARYA|NO_SP|1,0
P28263|EUKARYA|NO_SP|0,0
P63281|EUKARYA|NO_SP|0,0
Q9M427|EUKARYA|NO_SP|1,0
Q9UTT1|EUKARYA|NO_SP|1,0
Q8CEG8|EUKARYA|NO_SP|1,0
Q96K76|EUKARYA|NO_SP|1,0
Q8LAM0|EUKARYA|NO_SP|1,0
Q93009|EUKARYA|NO_SP|1,0
Q9ES53|EUKARYA|NO_SP|2,0
Q09275|EUKARYA|NO_SP|1,0
Q8GZA8|EUKARYA|NO_SP|2,0
Q19203|EUKARYA|NO_SP|1,0
O74834|EUKARYA|NO_SP|1,0
P36097|EUKARYA|NO_SP|2,0
Q23TC2|EUKARYA|NO_SP|1,0
Q23AS2|EUKARYA|NO_SP|1,0
Q80UG8|EUKARYA|NO_SP|1,0
F4JRR5|EUKARYA|NO_SP|1,0
P04818|EUKARYA|NO_SP|2,0
P06785|EUKARYA|NO_SP|1,0
Q3USZ2|EUKARYA|NO_SP|1,0
Q14694|EUKARYA|NO_SP|2,0
P38237|EUKARYA|NO_SP|1,0
P34547|EUKARYA|NO_SP|1,0
Q922Y1|EUKARYA|NO_SP|2,0
Q23K29|EUKARYA|NO_SP|1,0
Q9BRA2|EUKARYA|NO_SP|1,0
P38319|EUKARYA|NO_SP|1,0
P25490|EUKARYA|NO_SP|0,0
P06104|EUKARYA|NO_SP|0,0
P40984|EUKARYA|NO_SP|0,0
Q9R085|EUKARYA|NO_SP|1,0
O94782|EUKARYA|NO_SP|1,0
P57080|EUKARYA|NO_SP|0,0
Q96RU2|EUKARYA|NO_SP|0,0
Q92353|EUKARYA|NO_SP|1,0
P40818|EUKARYA|NO_SP|1,0
Q6WKZ8|EUKARYA|NO_SP|1,0
Q12229|EUKARYA|NO_SP|1,0
Q9UT93|EUKARYA|NO_SP|2,0
Q23238|EUKARYA|NO_SP|2,0
Q940S3|EUKARYA|NO_SP|1,0
Q969T4|EUKARYA|NO_SP|1,0
Q9NPD8|EUKARYA|NO_SP|0,0
Q9Y5K5|EUKARYA|NO_SP|2,0
Q16851|EUKARYA|NO_SP|2,0
Q2PS26|EUKARYA|NO_SP|2,0
P39001|EUKARYA|NO_SP|1,0
P52906|EUKARYA|NO_SP|1,0
Q12151|EUKARYA|NO_SP|2,0
Q9SU29|EUKARYA|NO_SP|1,0
P47108|EUKARYA|NO_SP|1,0
O14016|EUKARYA|NO_SP|1,0
Q9ZUX4|EUKARYA|NO_SP|0,0
Q05776|EUKARYA|NO_SP|2,0
Q9NVA1|EUKARYA|NO_SP|1,0
P38627|EUKARYA|NO_SP|1,0
Q09804|EUKARYA|NO_SP|1,0
P87125|EUKARYA|NO_SP|1,0
O64642|EUKARYA|NO_SP|0,0
Q6DRC5|EUKARYA|NO_SP|2,0
Q04177|EUKARYA|NO_SP|1,0
Q8W4L5|EUKARYA|NO_SP|2,0
P70460|EUKARYA|NO_SP|1,0
A0A086T5L8|EUKARYA|NO_SP|2,0
Q9SHZ6|EUKARYA|NO_SP|0,0
P22314|EUKARYA|NO_SP|2,0
P54860|EUKARYA|NO_SP|2,0
P78811|EUKARYA|NO_SP|2,0
O59819|EUKARYA|NO_SP|2,0
F4IY62|EUKARYA|NO_SP|0,0
P13528|EUKARYA|NO_SP|1,0
Q9LIH6|EUKARYA|NO_SP|0,0
Q86B79|EUKARYA|NO_SP|1,0
P48412|EUKARYA|NO_SP|1,0
O94365|EUKARYA|NO_SP|1,0
Q9Y5J1|EUKARYA|NO_SP|0,0
Q9FKM2|EUKARYA|NO_SP|2,0
L0PQS5|EUKARYA|NO_SP|2,0
C8VTV4|EUKARYA|NO_SP|2,0
G5EDZ2|EUKARYA|NO_SP|1,0
Q9US41|EUKARYA|NO_SP|1,0
P34247|EUKARYA|NO_SP|0,0
Q02931|EUKARYA|NO_SP|1,0
P40463|EUKARYA|NO_SP|1,0
O81644|EUKARYA|NO_SP|2,0
P37398|EUKARYA|NO_SP|0,0
P52759|EUKARYA|NO_SP|0,0
Q9FKS0|EUKARYA|NO_SP|0,0
Q6PHR2|EUKARYA|NO_SP|0,0
Q8RWN0|EUKARYA|NO_SP|2,0
O13769|EUKARYA|NO_SP|1,0
Q8S8I2|EUKARYA|NO_SP|2,0
Q9U221|EUKARYA|NO_SP|1,0
P12887|EUKARYA|NO_SP|1,0
P34241|EUKARYA|NO_SP|1,0
Q06525|EUKARYA|NO_SP|2,0
Q04305|EUKARYA|NO_SP|1,0
O75691|EUKARYA|NO_SP|2,0
Q9NYH9|EUKARYA|NO_SP|2,0
P40055|EUKARYA|NO_SP|1,0
Q8S9K3|EUKARYA|NO_SP|0,0
Q9SRH5|EUKARYA|NO_SP|2,0
Q12220|EUKARYA|NO_SP|1,0
Q04500|EUKARYA|NO_SP|2,0
Q8TED0|EUKARYA|NO_SP|1,0
O60055|EUKARYA|NO_SP|2,0
Q12339|EUKARYA|NO_SP|2,0
O60161|EUKARYA|NO_SP|1,0
Q9HE11|EUKARYA|NO_SP|0,0
Q02354|EUKARYA|NO_SP|2,0
Q8WQ85|EUKARYA|NO_SP|1,0
P08670|EUKARYA|NO_SP|0,0
Q54MH2|EUKARYA|NO_SP|1,0
B5X0I6|EUKARYA|NO_SP|2,0
P34511|EUKARYA|NO_SP|1,0
Q709C8|EUKARYA|NO_SP|2,0
O75436|EUKARYA|NO_SP|2,0
Q8C0E2|EUKARYA|NO_SP|2,0
O94259|EUKARYA|NO_SP|1,0
Q06679|EUKARYA|NO_SP|1,0
P38882|EUKARYA|NO_SP|1,0
Q9XXU9|EUKARYA|NO_SP|0,0
P40157|EUKARYA|NO_SP|0,0
O81643|EUKARYA|NO_SP|2,0
O65570|EUKARYA|NO_SP|2,0
P31000|EUKARYA|NO_SP|0,0
Q6PFW1|EUKARYA|NO_SP|0,0
O74429|EUKARYA|NO_SP|2,0
Q9FNQ0|EUKARYA|NO_SP|0,0
Q9ES64|EUKARYA|NO_SP|1,0
P09052|EUKARYA|NO_SP|0,0
P40041|EUKARYA|NO_SP|2,0
Q00341|EUKARYA|NO_SP|1,0
Q9W1R5|EUKARYA|NO_SP|2,0
Q5BBX1|EUKARYA|NO_SP|2,0
G3YHA8|EUKARYA|NO_SP|2,0
P40080|EUKARYA|NO_SP|1,0
Q9C2N1|EUKARYA|NO_SP|1,0
F4KHI3|EUKARYA|NO_SP|0,0
O81645|EUKARYA|NO_SP|2,0
O43314|EUKARYA|NO_SP|0,0
Q9URW7|EUKARYA|NO_SP|1,0
P36017|EUKARYA|NO_SP|0,0
O74967|EUKARYA|NO_SP|1,0
P53853|EUKARYA|NO_SP|1,0
Q19848|EUKARYA|NO_SP|2,0
H2L0H5|EUKARYA|NO_SP|2,0
Q92558|EUKARYA|NO_SP|1,0
Q8VDD8|EUKARYA|NO_SP|1,0
O08816|EUKARYA|NO_SP|2,0
O74184|EUKARYA|NO_SP|2,0
O74409|EUKARYA|NO_SP|1,0
P27515|EUKARYA|NO_SP|1,0
Q9FJX3|EUKARYA|NO_SP|2,0
Q9W552|EUKARYA|NO_SP|2,0
Q9VU87|EUKARYA|NO_SP|1,0
Q9VCU7|EUKARYA|NO_SP|1,0
Q9W0S8|EUKARYA|NO_SP|1,0
Q5RKI0|EUKARYA|NO_SP|1,0
Q9C0J8|EUKARYA|NO_SP|1,0
P61965|EUKARYA|NO_SP|0,0
Q94JX5|EUKARYA|NO_SP|2,0
B6H3B2|EUKARYA|NO_SP|2,0
P87377|EUKARYA|NO_SP|1,0
P40547|EUKARYA|NO_SP|1,0
Q9VIP8|EUKARYA|NO_SP|1,0
Q06263|EUKARYA|NO_SP|2,0
Q6P4I2|EUKARYA|NO_SP|2,0
Q8IWA0|EUKARYA|NO_SP|1,0
P0C7L0|EUKARYA|NO_SP|0,0
Q91XU0|EUKARYA|NO_SP|1,0
Q6EPZ0|EUKARYA|NO_SP|0,0
Q6QHD1|EUKARYA|NO_SP|2,0
Q9C519|EUKARYA|NO_SP|2,0
P22561|EUKARYA|NO_SP|0,0
Q91WL8|EUKARYA|NO_SP|0,0
P47990|EUKARYA|NO_SP|2,0
Q9UT60|EUKARYA|NO_SP|1,0
Q8H3A7|EUKARYA|NO_SP|0,0
Q9NQH7|EUKARYA|NO_SP|0,0
Q9FQ03|EUKARYA|NO_SP|2,0
Q03785|EUKARYA|NO_SP|2,0
Q9LVC6|EUKARYA|NO_SP|2,0
P02640|EUKARYA|NO_SP|2,0
P40336|EUKARYA|NO_SP|2,0
O13821|EUKARYA|NO_SP|2,0
Q9UTI5|EUKARYA|NO_SP|2,0
O59669|EUKARYA|NO_SP|1,0
Q9P790|EUKARYA|NO_SP|1,0
Q61048|EUKARYA|NO_SP|2,0
Q9CX97|EUKARYA|NO_SP|1,0
Q6RFH5|EUKARYA|NO_SP|1,0
P0C1S8|EUKARYA|NO_SP|1,0
Q9SEI0|EUKARYA|NO_SP|2,0
Q3LHL9|EUKARYA|NO_SP|2,0
Q12416|EUKARYA|NO_SP|0,0
Q09604|EUKARYA|NO_SP|2,0
P56216|EUKARYA|NO_SP|1,0
Q3MIE4|EUKARYA|NO_SP|0,0
Q9SMX3|EUKARYA|NO_SP|2,0
Q9SM43|EUKARYA|NO_SP|1,0
P40522|EUKARYA|NO_SP|2,0
Q1MTR3|EUKARYA|NO_SP|1,0
Q9LHF5|EUKARYA|NO_SP|1,0
Q03433|EUKARYA|NO_SP|1,0
Q9NP79|EUKARYA|NO_SP|0,0
Q03631|EUKARYA|NO_SP|1,0
Q8GYX9|EUKARYA|NO_SP|2,0
O04193|EUKARYA|NO_SP|2,0
Q9JIH7|EUKARYA|NO_SP|1,0
Q0JEE2|EUKARYA|NO_SP|2,0
Q9FL26|EUKARYA|NO_SP|1,0
P38838|EUKARYA|NO_SP|2,0
Q6QZQ4|EUKARYA|NO_SP|0,0
P21576|EUKARYA|NO_SP|0,0
Q06696|EUKARYA|NO_SP|1,0
O94388|EUKARYA|NO_SP|1,0
O75554|EUKARYA|NO_SP|2,0
Q9UNX4|EUKARYA|NO_SP|1,0
Q15061|EUKARYA|NO_SP|1,0
Q8CGF6|EUKARYA|NO_SP|2,0
O80775|EUKARYA|NO_SP|1,0
Q6UXN9|EUKARYA|NO_SP|1,0
O88286|EUKARYA|NO_SP|0,0
E1B328|EUKARYA|NO_SP|1,0
Q9XI90|EUKARYA|NO_SP|2,0
Q10953|EUKARYA|NO_SP|2,0
Q9C516|EUKARYA|NO_SP|1,0
Q9LTT8|EUKARYA|NO_SP|0,0
Q8BGW8|EUKARYA|NO_SP|1,0
Q9FPW4|EUKARYA|NO_SP|0,0
Q9C950|EUKARYA|NO_SP|0,0
Q69YN4|EUKARYA|NO_SP|2,0
Q502W6|EUKARYA|NO_SP|1,0
Q924H7|EUKARYA|NO_SP|0,0
Q91YD9|EUKARYA|NO_SP|2,0
Q84WL6|EUKARYA|NO_SP|1,0
Q4VBE8|EUKARYA|NO_SP|1,0
Q9W7F2|EUKARYA|NO_SP|1,0
Q09873|EUKARYA|NO_SP|1,0
Q9GZS3|EUKARYA|NO_SP|2,0
Q9SLB9|EUKARYA|NO_SP|0,0
Q8IV63|EUKARYA|NO_SP|2,0
Q9BTA9|EUKARYA|NO_SP|0,0
Q5BLX8|EUKARYA|NO_SP|2,0
Q9V3J8|EUKARYA|NO_SP|1,0
Q9HGL9|EUKARYA|NO_SP|1,0
Q9M047|EUKARYA|NO_SP|2,0
Q9LG05|EUKARYA|NO_SP|2,0
Q6IEQ7|EUKARYA|NO_SP|1,0
Q9SB92|EUKARYA|NO_SP|2,0
Q9VLU5|EUKARYA|NO_SP|0,0
Q9P6R1|EUKARYA|NO_SP|0,0
Q8L4H0|EUKARYA|NO_SP|1,0
A4PES0|EUKARYA|NO_SP|1,0
Q6IN36|EUKARYA|NO_SP|0,0
J9N5P9|EUKARYA|NO_SP|2,0
Q8BZZ3|EUKARYA|NO_SP|0,0
Q9VJG0|EUKARYA|NO_SP|2,0
P47165|EUKARYA|NO_SP|1,0
Q13426|EUKARYA|NO_SP|1,0
Q6NLW5|EUKARYA|NO_SP|1,0
P40383|EUKARYA|NO_SP|2,0
Q8L3W1|EUKARYA|NO_SP|1,0
Q9LUL2|EUKARYA|NO_SP|0,0
Q9LF27|EUKARYA|NO_SP|0,0
Q8BND3|EUKARYA|NO_SP|1,0
Q9M2Z2|EUKARYA|NO_SP|0,0
Q9USZ0|EUKARYA|NO_SP|2,0
Q9VLN1|EUKARYA|NO_SP|1,0
O48724|EUKARYA|NO_SP|1,0
Q6X7J4|EUKARYA|NO_SP|1,0
Q0DAJ3|EUKARYA|NO_SP|0,0
Q8S8P5|EUKARYA|NO_SP|0,0
Q9VE86|EUKARYA|NO_SP|2,0
Q14191|EUKARYA|NO_SP|1,0
Q9P7J2|EUKARYA|NO_SP|1,0
O94258|EUKARYA|NO_SP|1,0
O43543|EUKARYA|NO_SP|0,0
P12956|EUKARYA|NO_SP|2,0
Q9H0D6|EUKARYA|NO_SP|2,0
Q9ZVN2|EUKARYA|NO_SP|1,0
Q8H124|EUKARYA|NO_SP|2,0
